"Species","KO","Correlation","FDR","Abs_Correlation","Species_short"
"Muribaculum intestinale","K03169",-0.25,0.754366434714547,0.25,"Muribaculum intestinale"
"Bacteroides uniformis","K03497",-0.25,0.754366434714547,0.25,"Bacteroides uniformis"
"Bacteroides uniformis","K02994",-0.25,0.754366434714547,0.25,"Bacteroides uniformis"
"Blautia massiliensis (ex Durand et al. 2017)","K02994",0.25,0.754366434714547,0.25,"Blautia massiliensis (ex Durand et al. 2017)"
"Duncaniella dubosii","K13625",0.25,0.754366434714547,0.25,"Duncaniella dubosii"
"Enterococcus faecalis","K13625",-0.25,0.754366434714547,0.25,"Enterococcus faecalis"
"Staphylococcus aureus","K07484",-0.25,0.754366434714547,0.25,"Staphylococcus aureus"
"Faecalibaculum rodentium","K02988",0.25,0.754366434714547,0.25,"Faecalibaculum rodentium"
"Eisenbergiella porci","K11253",-0.25,0.754366434714547,0.25,"Eisenbergiella porci"
"Blautia producta","K02992",0.25,0.754366434714547,0.25,"Blautia producta"
"Bacteroides caecimuris","K02992",0.25,0.754366434714547,0.25,"Bacteroides caecimuris"
"Duncaniella sp. B8","K20490",-0.25,0.754366434714547,0.25,"Duncaniella sp. B8"
"Duncaniella sp. B8","K02904",0.25,0.754366434714547,0.25,"Duncaniella sp. B8"
"Blautia massiliensis (ex Durand et al. 2017)","K02904",0.25,0.754366434714547,0.25,"Blautia massiliensis (ex Durand et al. 2017)"
"Staphylococcus aureus","K01689",0.25,0.754366434714547,0.25,"Staphylococcus aureus"
"Ihubacter sp. rT4E-8","K00134",-0.233333333333333,0.761440155653404,0.233333333333333,"Ihubacter sp. rT4E-8"
"Acutalibacter muris","K02261",-0.233333333333333,0.761440155653404,0.233333333333333,"Acutalibacter muris"
"Blautia producta","K02261",0.233333333333333,0.761440155653404,0.233333333333333,"Blautia producta"
"Mediterraneibacter gnavus","K02261",0.233333333333333,0.761440155653404,0.233333333333333,"Mediterraneibacter gnavus"
"Enterococcus faecalis","K02261",0.233333333333333,0.761440155653404,0.233333333333333,"Enterococcus faecalis"
"[Clostridium] innocuum","K02261",0.233333333333333,0.761440155653404,0.233333333333333,"[Clostridium] innocuum"
"uncultured Alistipes sp.","K02261",-0.233333333333333,0.761440155653404,0.233333333333333,"uncultured Alistipes sp."
"Duncaniella dubosii","K03881",-0.233333333333333,0.761440155653404,0.233333333333333,"Duncaniella dubosii"
"Paramuribaculum intestinale","K03881",-0.233333333333333,0.761440155653404,0.233333333333333,"Paramuribaculum intestinale"
"Flavonifractor plautii","K03881",-0.233333333333333,0.761440155653404,0.233333333333333,"Flavonifractor plautii"
"Blautia producta","K04257",-0.233333333333333,0.761440155653404,0.233333333333333,"Blautia producta"
"Bacteroides caecimuris","K02518",0.233333333333333,0.761440155653404,0.233333333333333,"Bacteroides caecimuris"
"Muribaculum gordoncarteri","K02256",-0.233333333333333,0.761440155653404,0.233333333333333,"Muribaculum gordoncarteri"
"Enterocloster clostridioformis","K02256",0.233333333333333,0.761440155653404,0.233333333333333,"Enterocloster clostridioformis"
"Bacteroides faecium","K02003",-0.233333333333333,0.761440155653404,0.233333333333333,"Bacteroides faecium"
"Blautia massiliensis (ex Durand et al. 2017)","K02889",0.233333333333333,0.761440155653404,0.233333333333333,"Blautia massiliensis (ex Durand et al. 2017)"
"Clostridium sp. 10cd*","K02874",0.233333333333333,0.761440155653404,0.233333333333333,"Clostridium sp. 10cd*"
"Bacteroides faecium","K02961",0.233333333333333,0.761440155653404,0.233333333333333,"Bacteroides faecium"
"Acutalibacter muris","K02262",-0.233333333333333,0.761440155653404,0.233333333333333,"Acutalibacter muris"
"Blautia producta","K02262",0.233333333333333,0.761440155653404,0.233333333333333,"Blautia producta"
"Mediterraneibacter gnavus","K02262",0.233333333333333,0.761440155653404,0.233333333333333,"Mediterraneibacter gnavus"
"Enterococcus faecalis","K02262",0.233333333333333,0.761440155653404,0.233333333333333,"Enterococcus faecalis"
"[Clostridium] innocuum","K02262",0.233333333333333,0.761440155653404,0.233333333333333,"[Clostridium] innocuum"
"uncultured Alistipes sp.","K02262",-0.233333333333333,0.761440155653404,0.233333333333333,"uncultured Alistipes sp."
"Muribaculum intestinale","K03878",-0.233333333333333,0.761440155653404,0.233333333333333,"Muribaculum intestinale"
"Paramuribaculum intestinale","K02970",-0.233333333333333,0.761440155653404,0.233333333333333,"Paramuribaculum intestinale"
"Flavonifractor plautii","K02970",-0.233333333333333,0.761440155653404,0.233333333333333,"Flavonifractor plautii"
"Mucispirillum schaedleri","K02948",-0.233333333333333,0.761440155653404,0.233333333333333,"Mucispirillum schaedleri"
"Bacteroides uniformis","K02948",-0.233333333333333,0.761440155653404,0.233333333333333,"Bacteroides uniformis"
"Eisenbergiella porci","K02948",0.233333333333333,0.761440155653404,0.233333333333333,"Eisenbergiella porci"
"Duncaniella dubosii","K02950",0.233333333333333,0.761440155653404,0.233333333333333,"Duncaniella dubosii"
"Mediterraneibacter gnavus","K02950",0.233333333333333,0.761440155653404,0.233333333333333,"Mediterraneibacter gnavus"
"Eisenbergiella porci","K02963",-0.233333333333333,0.761440155653404,0.233333333333333,"Eisenbergiella porci"
"Bacteroides caecimuris","K02914",-0.233333333333333,0.761440155653404,0.233333333333333,"Bacteroides caecimuris"
"Clostridium sp. 10cd*","K02946",0.233333333333333,0.761440155653404,0.233333333333333,"Clostridium sp. 10cd*"
"Blautia massiliensis (ex Durand et al. 2017)","K03704",0.233333333333333,0.761440155653404,0.233333333333333,"Blautia massiliensis (ex Durand et al. 2017)"
"Xanthomonas euvesicatoria","K02952",-0.233333333333333,0.761440155653404,0.233333333333333,"Xanthomonas euvesicatoria"
"Enterocloster clostridioformis","K02863",-0.233333333333333,0.761440155653404,0.233333333333333,"Enterocloster clostridioformis"
"Muribaculum intestinale","K10523",-0.233333333333333,0.761440155653404,0.233333333333333,"Muribaculum intestinale"
"uncultured Alistipes sp.","K02867",0.233333333333333,0.761440155653404,0.233333333333333,"uncultured Alistipes sp."
"Halomonas sp. N3-2A","K07484",-0.233333333333333,0.761440155653404,0.233333333333333,"Halomonas sp. N3-2A"
"Mus musculus mobilized endogenous polytropic provirus","K07484",-0.233333333333333,0.761440155653404,0.233333333333333,"Mus musculus mobilized endogenous polytropic provirus"
"Exiguobacterium sp. N4-1P","K07484",-0.233333333333333,0.761440155653404,0.233333333333333,"Exiguobacterium sp. N4-1P"
"Mediterraneibacter gnavus","K01154",0.233333333333333,0.761440155653404,0.233333333333333,"Mediterraneibacter gnavus"
"Muribaculum intestinale","K02992",0.233333333333333,0.761440155653404,0.233333333333333,"Muribaculum intestinale"
"Clostridium sp. 10cd*","K02992",-0.233333333333333,0.761440155653404,0.233333333333333,"Clostridium sp. 10cd*"
"Xanthomonas euvesicatoria","K20490",-0.233333333333333,0.761440155653404,0.233333333333333,"Xanthomonas euvesicatoria"
"Ihubacter sp. rT4E-8","K10704",-0.233333333333333,0.761440155653404,0.233333333333333,"Ihubacter sp. rT4E-8"
"Enterocloster bolteae","K00134",-0.216666666666667,0.781241939880442,0.216666666666667,"Enterocloster bolteae"
"Muribaculum intestinale","K03881",-0.216666666666667,0.781241939880442,0.216666666666667,"Muribaculum intestinale"
"uncultured Alistipes sp.","K03881",-0.216666666666667,0.781241939880442,0.216666666666667,"uncultured Alistipes sp."
"Acutalibacter muris","K02256",-0.216666666666667,0.781241939880442,0.216666666666667,"Acutalibacter muris"
"Bacteroides faecium","K03879",-0.216666666666667,0.781241939880442,0.216666666666667,"Bacteroides faecium"
"[Clostridium] innocuum","K03879",0.216666666666667,0.781241939880442,0.216666666666667,"[Clostridium] innocuum"
"Bacteroides caecimuris","K02961",0.216666666666667,0.781241939880442,0.216666666666667,"Bacteroides caecimuris"
"Bacteroides uniformis","K02954",-0.216666666666667,0.781241939880442,0.216666666666667,"Bacteroides uniformis"
"[Clostridium] scindens","K02954",0.216666666666667,0.781241939880442,0.216666666666667,"[Clostridium] scindens"
"Blautia producta","K02970",0.216666666666667,0.781241939880442,0.216666666666667,"Blautia producta"
"Muribaculum gordoncarteri","K02948",0.216666666666667,0.781241939880442,0.216666666666667,"Muribaculum gordoncarteri"
"Blautia producta","K02948",0.216666666666667,0.781241939880442,0.216666666666667,"Blautia producta"
"Enterococcus faecalis","K02948",-0.216666666666667,0.781241939880442,0.216666666666667,"Enterococcus faecalis"
"Paramuribaculum intestinale","K03704",-0.216666666666667,0.781241939880442,0.216666666666667,"Paramuribaculum intestinale"
"Enterocloster bolteae","K03704",0.216666666666667,0.781241939880442,0.216666666666667,"Enterocloster bolteae"
"Acutalibacter muris","K02887",-0.216666666666667,0.781241939880442,0.216666666666667,"Acutalibacter muris"
"[Clostridium] scindens","K03088",-0.216666666666667,0.781241939880442,0.216666666666667,"[Clostridium] scindens"
"Xanthomonas euvesicatoria","K03088",-0.216666666666667,0.781241939880442,0.216666666666667,"Xanthomonas euvesicatoria"
"Enterocloster clostridioformis","K03088",0.216666666666667,0.781241939880442,0.216666666666667,"Enterocloster clostridioformis"
"Enterocloster bolteae","K02863",-0.216666666666667,0.781241939880442,0.216666666666667,"Enterocloster bolteae"
"Duncaniella sp. B8","K02358",-0.216666666666667,0.781241939880442,0.216666666666667,"Duncaniella sp. B8"
"Blautia massiliensis (ex Durand et al. 2017)","K02358",0.216666666666667,0.781241939880442,0.216666666666667,"Blautia massiliensis (ex Durand et al. 2017)"
"Faecalibaculum rodentium","K02358",-0.216666666666667,0.781241939880442,0.216666666666667,"Faecalibaculum rodentium"
"[Clostridium] scindens","K02909",0.216666666666667,0.781241939880442,0.216666666666667,"[Clostridium] scindens"
"Muribaculum intestinale","K02994",-0.216666666666667,0.781241939880442,0.216666666666667,"Muribaculum intestinale"
"Bacteroides faecium","K13625",-0.216666666666667,0.781241939880442,0.216666666666667,"Bacteroides faecium"
"[Clostridium] scindens","K01154",0.216666666666667,0.781241939880442,0.216666666666667,"[Clostridium] scindens"
"uncultured Alistipes sp.","K01154",0.216666666666667,0.781241939880442,0.216666666666667,"uncultured Alistipes sp."
"Eisenbergiella porci","K02992",0.216666666666667,0.781241939880442,0.216666666666667,"Eisenbergiella porci"
"Enterocloster bolteae","K10704",-0.216666666666667,0.781241939880442,0.216666666666667,"Enterocloster bolteae"
"[Clostridium] scindens","K00134",0.2,0.79099383052161,0.2,"[Clostridium] scindens"
"Duncaniella sp. B8","K02518",-0.2,0.79099383052161,0.2,"Duncaniella sp. B8"
"Blautia massiliensis (ex Durand et al. 2017)","K02518",0.2,0.79099383052161,0.2,"Blautia massiliensis (ex Durand et al. 2017)"
"uncultured Alistipes sp.","K02518",0.2,0.79099383052161,0.2,"uncultured Alistipes sp."
"[Clostridium] scindens","K02965",0.2,0.79099383052161,0.2,"[Clostridium] scindens"
"Bacteroides faecium","K02965",0.2,0.79099383052161,0.2,"Bacteroides faecium"
"uncultured Alistipes sp.","K02003",0.2,0.79099383052161,0.2,"uncultured Alistipes sp."
"Blautia producta","K02889",-0.2,0.79099383052161,0.2,"Blautia producta"
"Bacteroides uniformis","K03879",-0.2,0.79099383052161,0.2,"Bacteroides uniformis"
"Bacteroides caecimuris","K03879",-0.2,0.79099383052161,0.2,"Bacteroides caecimuris"
"Bacteroides uniformis","K02913",0.2,0.79099383052161,0.2,"Bacteroides uniformis"
"Enterocloster bolteae","K02913",-0.2,0.79099383052161,0.2,"Enterocloster bolteae"
"Flavonifractor plautii","K02913",-0.2,0.79099383052161,0.2,"Flavonifractor plautii"
"Mediterraneibacter gnavus","K03878",0.2,0.79099383052161,0.2,"Mediterraneibacter gnavus"
"uncultured Alistipes sp.","K03878",-0.2,0.79099383052161,0.2,"uncultured Alistipes sp."
"Acutalibacter muris","K02948",-0.2,0.79099383052161,0.2,"Acutalibacter muris"
"uncultured Alistipes sp.","K02948",0.2,0.79099383052161,0.2,"uncultured Alistipes sp."
"Mucispirillum schaedleri","K02950",-0.2,0.79099383052161,0.2,"Mucispirillum schaedleri"
"Mediterraneibacter gnavus","K02914",0.2,0.79099383052161,0.2,"Mediterraneibacter gnavus"
"Blautia massiliensis (ex Durand et al. 2017)","K02946",0.2,0.79099383052161,0.2,"Blautia massiliensis (ex Durand et al. 2017)"
"Bacteroides uniformis","K02004",-0.2,0.79099383052161,0.2,"Bacteroides uniformis"
"Flavonifractor plautii","K02887",-0.2,0.79099383052161,0.2,"Flavonifractor plautii"
"Clostridium sp. 10cd*","K02952",-0.2,0.79099383052161,0.2,"Clostridium sp. 10cd*"
"Bacteroides uniformis","K03169",-0.2,0.79099383052161,0.2,"Bacteroides uniformis"
"Klebsiella pneumoniae","K03169",-0.2,0.79099383052161,0.2,"Klebsiella pneumoniae"
"Muribaculum gordoncarteri","K03088",0.2,0.79099383052161,0.2,"Muribaculum gordoncarteri"
"Bacteroides uniformis","K03088",-0.2,0.79099383052161,0.2,"Bacteroides uniformis"
"Enterocloster bolteae","K10523",-0.2,0.79099383052161,0.2,"Enterocloster bolteae"
"Enterococcus faecalis","K10523",-0.2,0.79099383052161,0.2,"Enterococcus faecalis"
"Ihubacter sp. rT4E-8","K10523",-0.2,0.79099383052161,0.2,"Ihubacter sp. rT4E-8"
"Muribaculum intestinale","K02358",-0.2,0.79099383052161,0.2,"Muribaculum intestinale"
"uncultured Alistipes sp.","K02884",-0.2,0.79099383052161,0.2,"uncultured Alistipes sp."
"Paramuribaculum intestinale","K02867",-0.2,0.79099383052161,0.2,"Paramuribaculum intestinale"
"Duncaniella sp. B8","K13625",0.2,0.79099383052161,0.2,"Duncaniella sp. B8"
"Muribaculum gordoncarteri","K13625",0.2,0.79099383052161,0.2,"Muribaculum gordoncarteri"
"Bacteroides uniformis","K07484",0.2,0.79099383052161,0.2,"Bacteroides uniformis"
"Blautia producta","K01154",0.2,0.79099383052161,0.2,"Blautia producta"
"Blautia massiliensis (ex Durand et al. 2017)","K01154",-0.2,0.79099383052161,0.2,"Blautia massiliensis (ex Durand et al. 2017)"
"Muribaculum intestinale","K02904",0.2,0.79099383052161,0.2,"Muribaculum intestinale"
"Bacteroides caecimuris","K02904",0.2,0.79099383052161,0.2,"Bacteroides caecimuris"
"Halomonas sp. N3-2A","K01689",0.2,0.79099383052161,0.2,"Halomonas sp. N3-2A"
"Mus musculus mobilized endogenous polytropic provirus","K01689",0.2,0.79099383052161,0.2,"Mus musculus mobilized endogenous polytropic provirus"
"Exiguobacterium sp. N4-1P","K01689",0.2,0.79099383052161,0.2,"Exiguobacterium sp. N4-1P"
"[Clostridium] scindens","K10704",0.2,0.79099383052161,0.2,"[Clostridium] scindens"
"Enterococcus faecalis","K00134",-0.183333333333333,0.811580048975651,0.183333333333333,"Enterococcus faecalis"
"Enterocloster clostridioformis","K02261",0.183333333333333,0.811580048975651,0.183333333333333,"Enterocloster clostridioformis"
"Eisenbergiella porci","K04257",-0.183333333333333,0.811580048975651,0.183333333333333,"Eisenbergiella porci"
"Mucispirillum schaedleri","K02518",0.183333333333333,0.811580048975651,0.183333333333333,"Mucispirillum schaedleri"
"Bacteroides caecimuris","K02965",0.183333333333333,0.811580048975651,0.183333333333333,"Bacteroides caecimuris"
"Enterococcus faecalis","K03879",0.183333333333333,0.811580048975651,0.183333333333333,"Enterococcus faecalis"
"Enterocloster clostridioformis","K03879",0.183333333333333,0.811580048975651,0.183333333333333,"Enterocloster clostridioformis"
"Eisenbergiella porci","K03879",0.183333333333333,0.811580048975651,0.183333333333333,"Eisenbergiella porci"
"Ihubacter sp. rT4E-8","K03879",0.183333333333333,0.811580048975651,0.183333333333333,"Ihubacter sp. rT4E-8"
"uncultured Alistipes sp.","K02913",0.183333333333333,0.811580048975651,0.183333333333333,"uncultured Alistipes sp."
"Blautia massiliensis (ex Durand et al. 2017)","K02954",0.183333333333333,0.811580048975651,0.183333333333333,"Blautia massiliensis (ex Durand et al. 2017)"
"Enterocloster clostridioformis","K02262",0.183333333333333,0.811580048975651,0.183333333333333,"Enterocloster clostridioformis"
"Ihubacter sp. rT4E-8","K02970",0.183333333333333,0.811580048975651,0.183333333333333,"Ihubacter sp. rT4E-8"
"Muribaculum gordoncarteri","K02950",-0.183333333333333,0.811580048975651,0.183333333333333,"Muribaculum gordoncarteri"
"Bacteroides faecium","K02914",-0.183333333333333,0.811580048975651,0.183333333333333,"Bacteroides faecium"
"Klebsiella pneumoniae","K03704",-0.183333333333333,0.811580048975651,0.183333333333333,"Klebsiella pneumoniae"
"Faecalibaculum rodentium","K02952",0.183333333333333,0.811580048975651,0.183333333333333,"Faecalibaculum rodentium"
"Mucispirillum schaedleri","K03169",0.183333333333333,0.811580048975651,0.183333333333333,"Mucispirillum schaedleri"
"Enterococcus faecalis","K03088",0.183333333333333,0.811580048975651,0.183333333333333,"Enterococcus faecalis"
"[Clostridium] scindens","K10523",0.183333333333333,0.811580048975651,0.183333333333333,"[Clostridium] scindens"
"Clostridium sp. 10cd*","K10523",0.183333333333333,0.811580048975651,0.183333333333333,"Clostridium sp. 10cd*"
"Mediterraneibacter gnavus","K13625",-0.183333333333333,0.811580048975651,0.183333333333333,"Mediterraneibacter gnavus"
"Bacteroides faecium","K02988",0.183333333333333,0.811580048975651,0.183333333333333,"Bacteroides faecium"
"Ihubacter sp. rT4E-8","K11253",-0.183333333333333,0.811580048975651,0.183333333333333,"Ihubacter sp. rT4E-8"
"[Clostridium] innocuum","K02992",0.183333333333333,0.811580048975651,0.183333333333333,"[Clostridium] innocuum"
"Klebsiella pneumoniae","K20490",-0.183333333333333,0.811580048975651,0.183333333333333,"Klebsiella pneumoniae"
"Enterocloster bolteae","K02904",0.183333333333333,0.811580048975651,0.183333333333333,"Enterocloster bolteae"
"Enterococcus faecalis","K10704",-0.183333333333333,0.811580048975651,0.183333333333333,"Enterococcus faecalis"
"Clostridium sp. 10cd*","K00134",0.166666666666667,0.832513754241907,0.166666666666667,"Clostridium sp. 10cd*"
"Muribaculum gordoncarteri","K02261",-0.166666666666667,0.832513754241907,0.166666666666667,"Muribaculum gordoncarteri"
"Mucispirillum schaedleri","K03881",-0.166666666666667,0.832513754241907,0.166666666666667,"Mucispirillum schaedleri"
"Blautia massiliensis (ex Durand et al. 2017)","K04257",0.166666666666667,0.832513754241907,0.166666666666667,"Blautia massiliensis (ex Durand et al. 2017)"
"Clostridium sp. 10cd*","K02518",0.166666666666667,0.832513754241907,0.166666666666667,"Clostridium sp. 10cd*"
"Bacteroides uniformis","K02256",0.166666666666667,0.832513754241907,0.166666666666667,"Bacteroides uniformis"
"Eisenbergiella porci","K02889",-0.166666666666667,0.832513754241907,0.166666666666667,"Eisenbergiella porci"
"Xanthomonas euvesicatoria","K03879",0.166666666666667,0.832513754241907,0.166666666666667,"Xanthomonas euvesicatoria"
"Paramuribaculum intestinale","K02874",-0.166666666666667,0.832513754241907,0.166666666666667,"Paramuribaculum intestinale"
"Acutalibacter muris","K02874",0.166666666666667,0.832513754241907,0.166666666666667,"Acutalibacter muris"
"Bacteroides caecimuris","K02874",0.166666666666667,0.832513754241907,0.166666666666667,"Bacteroides caecimuris"
"Mucispirillum schaedleri","K02913",-0.166666666666667,0.832513754241907,0.166666666666667,"Mucispirillum schaedleri"
"Muribaculum gordoncarteri","K02262",-0.166666666666667,0.832513754241907,0.166666666666667,"Muribaculum gordoncarteri"
"[Clostridium] scindens","K02950",-0.166666666666667,0.832513754241907,0.166666666666667,"[Clostridium] scindens"
"uncultured Alistipes sp.","K02899",-0.166666666666667,0.832513754241907,0.166666666666667,"uncultured Alistipes sp."
"uncultured Alistipes sp.","K02887",-0.166666666666667,0.832513754241907,0.166666666666667,"uncultured Alistipes sp."
"Muribaculum intestinale","K02952",-0.166666666666667,0.832513754241907,0.166666666666667,"Muribaculum intestinale"
"Mediterraneibacter gnavus","K02952",0.166666666666667,0.832513754241907,0.166666666666667,"Mediterraneibacter gnavus"
"Bacteroides uniformis","K02863",-0.166666666666667,0.832513754241907,0.166666666666667,"Bacteroides uniformis"
"Bacteroides caecimuris","K13625",-0.166666666666667,0.832513754241907,0.166666666666667,"Bacteroides caecimuris"
"Acutalibacter muris","K07484",-0.166666666666667,0.832513754241907,0.166666666666667,"Acutalibacter muris"
"Enterocloster bolteae","K11253",-0.166666666666667,0.832513754241907,0.166666666666667,"Enterocloster bolteae"
"Clostridium sp. 10cd*","K11253",0.166666666666667,0.832513754241907,0.166666666666667,"Clostridium sp. 10cd*"
"Enterococcus faecalis","K11253",-0.166666666666667,0.832513754241907,0.166666666666667,"Enterococcus faecalis"
"Xanthomonas euvesicatoria","K02904",0.166666666666667,0.832513754241907,0.166666666666667,"Xanthomonas euvesicatoria"
"Eisenbergiella porci","K02904",0.166666666666667,0.832513754241907,0.166666666666667,"Eisenbergiella porci"
"Clostridium sp. 10cd*","K10704",0.166666666666667,0.832513754241907,0.166666666666667,"Clostridium sp. 10cd*"
"Bacteroides uniformis","K02261",0.15,0.857258242003032,0.15,"Bacteroides uniformis"
"Xanthomonas euvesicatoria","K03881",0.15,0.857258242003032,0.15,"Xanthomonas euvesicatoria"
"Bacteroides faecium","K02874",0.15,0.857258242003032,0.15,"Bacteroides faecium"
"Faecalibaculum rodentium","K02874",-0.15,0.857258242003032,0.15,"Faecalibaculum rodentium"
"Clostridium sp. 10cd*","K02954",0.15,0.857258242003032,0.15,"Clostridium sp. 10cd*"
"Bacteroides uniformis","K02262",0.15,0.857258242003032,0.15,"Bacteroides uniformis"
"Muribaculum gordoncarteri","K03878",-0.15,0.857258242003032,0.15,"Muribaculum gordoncarteri"
"Acutalibacter muris","K03878",-0.15,0.857258242003032,0.15,"Acutalibacter muris"
"Blautia massiliensis (ex Durand et al. 2017)","K02970",0.15,0.857258242003032,0.15,"Blautia massiliensis (ex Durand et al. 2017)"
"Xanthomonas euvesicatoria","K02948",-0.15,0.857258242003032,0.15,"Xanthomonas euvesicatoria"
"Enterocloster clostridioformis","K02948",-0.15,0.857258242003032,0.15,"Enterocloster clostridioformis"
"Enterocloster clostridioformis","K02887",-0.15,0.857258242003032,0.15,"Enterocloster clostridioformis"
"Ihubacter sp. rT4E-8","K02952",0.15,0.857258242003032,0.15,"Ihubacter sp. rT4E-8"
"Ihubacter sp. rT4E-8","K03088",0.15,0.857258242003032,0.15,"Ihubacter sp. rT4E-8"
"Bacteroides caecimuris","K02358",0.15,0.857258242003032,0.15,"Bacteroides caecimuris"
"[Clostridium] scindens","K02988",0.15,0.857258242003032,0.15,"[Clostridium] scindens"
"Muribaculum gordoncarteri","K11253",0.15,0.857258242003032,0.15,"Muribaculum gordoncarteri"
"Enterococcus faecalis","K02904",0.15,0.857258242003032,0.15,"Enterococcus faecalis"
"[Clostridium] innocuum","K02904",0.15,0.857258242003032,0.15,"[Clostridium] innocuum"
"Blautia producta","K02356",-0.15,0.857258242003032,0.15,"Blautia producta"
"Bacteroides uniformis","K02356",-0.15,0.857258242003032,0.15,"Bacteroides uniformis"
"Blautia producta","K03881",0.133333333333333,0.86773401094348,0.133333333333333,"Blautia producta"
"Mediterraneibacter gnavus","K03881",0.133333333333333,0.86773401094348,0.133333333333333,"Mediterraneibacter gnavus"
"Ihubacter sp. rT4E-8","K03881",0.133333333333333,0.86773401094348,0.133333333333333,"Ihubacter sp. rT4E-8"
"Ihubacter sp. rT4E-8","K04257",-0.133333333333333,0.86773401094348,0.133333333333333,"Ihubacter sp. rT4E-8"
"[Clostridium] scindens","K02518",0.133333333333333,0.86773401094348,0.133333333333333,"[Clostridium] scindens"
"uncultured Alistipes sp.","K02965",0.133333333333333,0.86773401094348,0.133333333333333,"uncultured Alistipes sp."
"Duncaniella sp. B8","K02874",-0.133333333333333,0.86773401094348,0.133333333333333,"Duncaniella sp. B8"
"[Clostridium] scindens","K02874",0.133333333333333,0.86773401094348,0.133333333333333,"[Clostridium] scindens"
"uncultured Alistipes sp.","K02874",-0.133333333333333,0.86773401094348,0.133333333333333,"uncultured Alistipes sp."
"Xanthomonas euvesicatoria","K02913",-0.133333333333333,0.86773401094348,0.133333333333333,"Xanthomonas euvesicatoria"
"[Clostridium] scindens","K02961",0.133333333333333,0.86773401094348,0.133333333333333,"[Clostridium] scindens"
"Faecalibaculum rodentium","K02954",0.133333333333333,0.86773401094348,0.133333333333333,"Faecalibaculum rodentium"
"[Clostridium] scindens","K02970",0.133333333333333,0.86773401094348,0.133333333333333,"[Clostridium] scindens"
"Klebsiella pneumoniae","K02970",0.133333333333333,0.86773401094348,0.133333333333333,"Klebsiella pneumoniae"
"Clostridium sp. 10cd*","K02970",0.133333333333333,0.86773401094348,0.133333333333333,"Clostridium sp. 10cd*"
"Bacteroides faecium","K02970",-0.133333333333333,0.86773401094348,0.133333333333333,"Bacteroides faecium"
"Enterocloster clostridioformis","K02970",0.133333333333333,0.86773401094348,0.133333333333333,"Enterocloster clostridioformis"
"uncultured Alistipes sp.","K02963",0.133333333333333,0.86773401094348,0.133333333333333,"uncultured Alistipes sp."
"Xanthomonas euvesicatoria","K02914",-0.133333333333333,0.86773401094348,0.133333333333333,"Xanthomonas euvesicatoria"
"uncultured Alistipes sp.","K02914",0.133333333333333,0.86773401094348,0.133333333333333,"uncultured Alistipes sp."
"Xanthomonas euvesicatoria","K02946",-0.133333333333333,0.86773401094348,0.133333333333333,"Xanthomonas euvesicatoria"
"Clostridium sp. 10cd*","K03704",0.133333333333333,0.86773401094348,0.133333333333333,"Clostridium sp. 10cd*"
"Flavonifractor plautii","K03704",0.133333333333333,0.86773401094348,0.133333333333333,"Flavonifractor plautii"
"Duncaniella sp. B8","K03169",-0.133333333333333,0.86773401094348,0.133333333333333,"Duncaniella sp. B8"
"Mediterraneibacter gnavus","K03088",0.133333333333333,0.86773401094348,0.133333333333333,"Mediterraneibacter gnavus"
"Duncaniella dubosii","K10523",0.133333333333333,0.86773401094348,0.133333333333333,"Duncaniella dubosii"
"Bacteroides faecium","K02358",0.133333333333333,0.86773401094348,0.133333333333333,"Bacteroides faecium"
"Bacteroides uniformis","K02867",0.133333333333333,0.86773401094348,0.133333333333333,"Bacteroides uniformis"
"Muribaculum intestinale","K13625",-0.133333333333333,0.86773401094348,0.133333333333333,"Muribaculum intestinale"
"Flavonifractor plautii","K07484",-0.133333333333333,0.86773401094348,0.133333333333333,"Flavonifractor plautii"
"Muribaculum gordoncarteri","K02988",-0.133333333333333,0.86773401094348,0.133333333333333,"Muribaculum gordoncarteri"
"Clostridium sp. 10cd*","K01154",-0.133333333333333,0.86773401094348,0.133333333333333,"Clostridium sp. 10cd*"
"Xanthomonas euvesicatoria","K01154",-0.133333333333333,0.86773401094348,0.133333333333333,"Xanthomonas euvesicatoria"
"Ihubacter sp. rT4E-8","K01154",0.133333333333333,0.86773401094348,0.133333333333333,"Ihubacter sp. rT4E-8"
"[Clostridium] scindens","K11253",0.133333333333333,0.86773401094348,0.133333333333333,"[Clostridium] scindens"
"Duncaniella sp. B8","K02992",-0.133333333333333,0.86773401094348,0.133333333333333,"Duncaniella sp. B8"
"[Clostridium] scindens","K02904",0.133333333333333,0.86773401094348,0.133333333333333,"[Clostridium] scindens"
"Xanthomonas euvesicatoria","K02356",-0.133333333333333,0.86773401094348,0.133333333333333,"Xanthomonas euvesicatoria"
"Duncaniella sp. B8","K03205",-0.133333333333333,0.86773401094348,0.133333333333333,"Duncaniella sp. B8"
"Muribaculum intestinale","K03205",-0.133333333333333,0.86773401094348,0.133333333333333,"Muribaculum intestinale"
"Bacteroides uniformis","K03205",-0.133333333333333,0.86773401094348,0.133333333333333,"Bacteroides uniformis"
"Duncaniella dubosii","K00134",0.116666666666667,0.890234223730969,0.116666666666667,"Duncaniella dubosii"
"Mediterraneibacter gnavus","K00134",-0.116666666666667,0.890234223730969,0.116666666666667,"Mediterraneibacter gnavus"
"Paramuribaculum intestinale","K04257",-0.116666666666667,0.890234223730969,0.116666666666667,"Paramuribaculum intestinale"
